,번호,발전기명,설비용량(MW),광역지역,세부지역,latitude,longitude,지점0,지점번호0,latitude(지점)0,longitude(지점)0,지점1,지점번호1,latitude(지점)1,longitude(지점)1,지점2,지점번호2,latitude(지점)2,longitude(지점)2
1212,511,원진에너지 태양광발전소,0.9984,전남,전남 보성군 보성읍,34.76851,127.08013000000001,광주,156,35.17294,126.89156,보성군,258,34.76335,127.21226,장흥,260,34.68886,126.91951
1213,40938,에스피솔라장성태양광,1.305,전남,전남 장성군 삼서면,35.232185,126.64638500000001,광주,156,35.17294,126.89156,목포,165,34.81732,126.38151,영광군,252,35.28366,126.47784
1214,22998,미성태양광,0.49700000000000005,전남,전남 장성군 삼서면,35.232185,126.64638500000001,광주,156,35.17294,126.89156,목포,165,34.81732,126.38151,영광군,252,35.28366,126.47784
1215,1033,남정수상장성태양광,0.28300000000000003,전남,전남 장성군 삼서면,35.232185,126.64638500000001,광주,156,35.17294,126.89156,목포,165,34.81732,126.38151,영광군,252,35.28366,126.47784
1216,25369,보생발전소,0.74592,전남,전남 장성군 삼서면,35.232185,126.64638500000001,광주,156,35.17294,126.89156,목포,165,34.81732,126.38151,영광군,252,35.28366,126.47784
1217,34215,송림에너텍영광태양광,0.297,전남,전남 영광군 영광읍,35.27323,126.512825,광주,156,35.17294,126.89156,목포,165,34.81732,126.38151,영광군,252,35.28366,126.47784
1218,34209,영광송림리태양광,0.099,전남,전남 영광군 영광읍,35.27323,126.512825,광주,156,35.17294,126.89156,목포,165,34.81732,126.38151,영광군,252,35.28366,126.47784
1219,16595,송림영광태양광,0.5,전남,전남 영광군 영광읍,35.27323,126.512825,광주,156,35.17294,126.89156,목포,165,34.81732,126.38151,영광군,252,35.28366,126.47784
1220,6814,경훈영광태양광,0.3,전남,전남 영광군 영광읍,35.27323,126.512825,광주,156,35.17294,126.89156,목포,165,34.81732,126.38151,영광군,252,35.28366,126.47784
1221,1122,대성에너지태양광,0.48,전남,전남 영광군 영광읍,35.27323,126.512825,광주,156,35.17294,126.89156,목포,165,34.81732,126.38151,영광군,252,35.28366,126.47784
1222,1255,동양고속신안태양광,3.0,전남,전남 신안군 지도읍,35.061287,126.207466,목포,165,34.81732,126.38151,영광군,252,35.28366,126.47784,흑산도,169,34.68719,125.45105
1223,1705,수성이앤씨신안태양광,1.0,전남,전남 신안군 지도읍,35.061287,126.207466,목포,165,34.81732,126.38151,영광군,252,35.28366,126.47784,흑산도,169,34.68719,125.45105
1224,1254,디와이신안태양광,3.0,전남,전남 신안군 지도읍,35.061287,126.207466,목포,165,34.81732,126.38151,영광군,252,35.28366,126.47784,흑산도,169,34.68719,125.45105
1225,1746,신안성환태양광,1.0,전남,전남 신안군 지도읍,35.061287,126.207466,목포,165,34.81732,126.38151,영광군,252,35.28366,126.47784,흑산도,169,34.68719,125.45105
1226,1256,동양그린신안태양광,3.0,전남,전남 신안군 지도읍,35.061287,126.207466,목포,165,34.81732,126.38151,영광군,252,35.28366,126.47784,흑산도,169,34.68719,125.45105
1227,18519,동양에너지신안태양광#2,4.3580000000000005,전남,전남 신안군 지도읍,35.061287,126.207466,목포,165,34.81732,126.38151,영광군,252,35.28366,126.47784,흑산도,169,34.68719,125.45105
1228,47046,원광신안태양광,3.0,전남,전남 신안군 지도읍,35.061287,126.207466,목포,165,34.81732,126.38151,영광군,252,35.28366,126.47784,흑산도,169,34.68719,125.45105
1229,55040,제일산업태양광,0.672,전남,전남 담양군 무정면,35.2949,127.030106,광주,156,35.17294,126.89156,순창군(협력),254,35.37131,127.1286,정읍,245,35.56337,126.83904
1230,14502,담양석재태양광,3.0,전남,전남 담양군 무정면,35.2949,127.030106,광주,156,35.17294,126.89156,순창군(협력),254,35.37131,127.1286,정읍,245,35.56337,126.83904
1231,9446,그린솔라장흥태양광,0.995,전남,전남 장흥군 장평면,34.77366,126.97481,광주,156,35.17294,126.89156,보성군,258,34.76335,127.21226,장흥,260,34.68886,126.91951
1232,56115,테크노파크 목포 본관동 발전소,0.45056,전남,전남 목포시 대양로,34.823997,126.4017,광주,156,35.17294,126.89156,강진군,259,34.64456944,126.78408333,목포,165,34.81732,126.38151
1233,56114,테크노파크 목포 공장동 발전소,0.46592,전남,전남 목포시 대양로,34.823997,126.4017,광주,156,35.17294,126.89156,강진군,259,34.64456944,126.78408333,목포,165,34.81732,126.38151
1234,2002,옥산이엔지태양광,0.99,전남,전남 곡성군 겸면,35.255642,127.172455,광주,156,35.17294,126.89156,순천,174,35.0204,127.3694,순창군(협력),254,35.37131,127.1286
1235,2815,화성에너지태양광,0.99,전남,전남 곡성군 겸면,35.255642,127.172455,광주,156,35.17294,126.89156,순천,174,35.0204,127.3694,순창군(협력),254,35.37131,127.1286
1236,1867,솔라파크태양광발전기,0.7,전남,전남,34.816082,126.46278999999998,광주,156,35.17294,126.89156,강진군,259,34.64456944,126.78408333,목포,165,34.81732,126.38151
1237,40582,에스디엔광주태양광,0.9990000000000001,전남,전남,34.816082,126.46278999999998,광주,156,35.17294,126.89156,강진군,259,34.64456944,126.78408333,목포,165,34.81732,126.38151
1238,1794,아이에스태양광,0.5,전남,전남,34.816082,126.46278999999998,광주,156,35.17294,126.89156,강진군,259,34.64456944,126.78408333,목포,165,34.81732,126.38151
1239,35119,대불태양광,0.19699999999999998,전남,전남 무안군 몽탄면,34.930702,126.50201399999999,광주,156,35.17294,126.89156,목포,165,34.81732,126.38151,영광군,252,35.28366,126.47784
1240,112,금성무안태양광,0.3,전남,전남 무안군 몽탄면,34.930702,126.50201399999999,광주,156,35.17294,126.89156,목포,165,34.81732,126.38151,영광군,252,35.28366,126.47784
1241,48579,물류명가 태양광발전소,1.27872,전남,전남 광양시 항만2로,34.92652167,127.6992133,남해,295,34.81662,127.92641,광양시,266,34.9434,127.6914,여수,168,34.73929,127.74063
1242,1068,능성태양광,1.9980000000000002,전남,전남 장성군 삼계면,35.257862,126.66196000000001,광주,156,35.17294,126.89156,영광군,252,35.28366,126.47784,고창,172,35.34824,126.599
1243,2757,헬리오장성태양광,0.396,전남,전남 장성군 삼계면,35.257862,126.66196000000001,광주,156,35.17294,126.89156,영광군,252,35.28366,126.47784,고창,172,35.34824,126.599
1244,27923,장성삼계태양광,0.9996,전남,전남 장성군 삼계면,35.257862,126.66196000000001,광주,156,35.17294,126.89156,영광군,252,35.28366,126.47784,고창,172,35.34824,126.599
1245,1980,장성영지태양광,0.9996,전남,전남 장성군 삼계면,35.257862,126.66196000000001,광주,156,35.17294,126.89156,영광군,252,35.28366,126.47784,고창,172,35.34824,126.599
1246,53325,SUPEXF태양광,0.8262,전남,전남 광양시 도이동,34.933994,127.66521000000002,광양시,266,34.9434,127.6914,순천,174,35.0204,127.3694,여수,168,34.73929,127.74063
1247,65910,광양로지스풀태양광,2.173,전남,전남 광양시 도이동,34.933994,127.66521000000002,광양시,266,34.9434,127.6914,순천,174,35.0204,127.3694,여수,168,34.73929,127.74063
1248,53331,씨제이대한통운태양광,1.689,전남,전남 광양시 도이동,34.933994,127.66521000000002,광양시,266,34.9434,127.6914,순천,174,35.0204,127.3694,여수,168,34.73929,127.74063
1249,1055,녹색에너지1호태양광,1.26,전남,전남 광양시 도이동,34.933994,127.66521000000002,광양시,266,34.9434,127.6914,순천,174,35.0204,127.3694,여수,168,34.73929,127.74063
1250,1056,녹색에너지2호태양광,0.72,전남,전남 광양시 도이동,34.933994,127.66521000000002,광양시,266,34.9434,127.6914,순천,174,35.0204,127.3694,여수,168,34.73929,127.74063
1251,18268,광양항태양광,2.293,전남,전남 광양시 도이동,34.933994,127.66521000000002,광양시,266,34.9434,127.6914,순천,174,35.0204,127.3694,여수,168,34.73929,127.74063
1252,40013,양정태양광발전,0.099,전남,전남 영암군 미암면,34.699265,126.5718,강진군,259,34.64456944,126.78408333,목포,165,34.81732,126.38151,해남,261,34.55375,126.56907
1253,38719,씨앤피태양광발전,0.099,전남,전남 영암군 미암면,34.699265,126.5718,강진군,259,34.64456944,126.78408333,목포,165,34.81732,126.38151,해남,261,34.55375,126.56907
1254,56066,미암우리 6호 PV,0.99324,전남,전남 영암군 미암면,34.699265,126.5718,강진군,259,34.64456944,126.78408333,목포,165,34.81732,126.38151,해남,261,34.55375,126.56907
1255,66740,한승장흥태양광,0.31,전남,전남 장흥군 관산읍,34.561558,126.93891,고흥,262,34.61826,127.27572,완도,170,34.3959,126.70182,장흥,260,34.68886,126.91951
1256,70772,호남축산태양광,1.83,전남,전남 장흥군 관산읍,34.561558,126.93891,고흥,262,34.61826,127.27572,완도,170,34.3959,126.70182,장흥,260,34.68886,126.91951
1257,47958,유나인장흥태양광,0.31,전남,전남 장흥군 관산읍,34.561558,126.93891,고흥,262,34.61826,127.27572,완도,170,34.3959,126.70182,장흥,260,34.68886,126.91951
1258,38289,썬레이장흥태양광,1.5,전남,전남 장흥군 관산읍,34.561558,126.93891,고흥,262,34.61826,127.27572,완도,170,34.3959,126.70182,장흥,260,34.68886,126.91951
1259,5965,거석태양광발전기,0.31551999999999997,전남,전남 담양군 용면,35.364952,126.98749,광주,156,35.17294,126.89156,순창군(협력),254,35.37131,127.1286,정읍,245,35.56337,126.83904
1260,72625,흥양고흥태양광,0.5,전남,전남 고흥군 도화면,34.51013,127.3173,고흥,262,34.61826,127.27572,여수,168,34.73929,127.74063,성산,188,33.38677,126.8802
1261,891,광석고흥태양광,0.995,전남,전남 고흥군 도화면,34.51013,127.3173,고흥,262,34.61826,127.27572,여수,168,34.73929,127.74063,성산,188,33.38677,126.8802
1262,12311,남계고흥태양광,0.4,전남,전남 고흥군 도화면,34.51013,127.3173,고흥,262,34.61826,127.27572,여수,168,34.73929,127.74063,성산,188,33.38677,126.8802
1263,57071,준태양광,0.09975,전남,전남 고흥군 도화면,34.51013,127.3173,고흥,262,34.61826,127.27572,여수,168,34.73929,127.74063,성산,188,33.38677,126.8802
1264,30810,선경영암태양광,0.498,전남,전남 영암군 군서면,34.779514,126.650444,광주,156,35.17294,126.89156,강진군,259,34.64456944,126.78408333,목포,165,34.81732,126.38151
1265,50138,이디에이영암태양광,0.5,전남,전남 영암군 군서면,34.779514,126.650444,광주,156,35.17294,126.89156,강진군,259,34.64456944,126.78408333,목포,165,34.81732,126.38151
1266,24324,백경에너지 태양광발전소,0.28908,전남,전남 함평군 해보면,35.18055,126.60113999999999,광주,156,35.17294,126.89156,목포,165,34.81732,126.38151,영광군,252,35.28366,126.47784
1267,1177,대한철강태양광,0.37106999999999996,전남,전남 함평군 해보면,35.18055,126.60113999999999,광주,156,35.17294,126.89156,목포,165,34.81732,126.38151,영광군,252,35.28366,126.47784
1268,9529,그린에스앤이태양광,0.096,전남,전남 함평군 해보면,35.18055,126.60113999999999,광주,156,35.17294,126.89156,목포,165,34.81732,126.38151,영광군,252,35.28366,126.47784
1269,17935,동국태양광,0.09648,전남,전남 함평군 해보면,35.18055,126.60113999999999,광주,156,35.17294,126.89156,목포,165,34.81732,126.38151,영광군,252,35.28366,126.47784
1270,1120,대산이엔씨태양광,0.32,전남,전남 함평군 해보면,35.18055,126.60113999999999,광주,156,35.17294,126.89156,목포,165,34.81732,126.38151,영광군,252,35.28366,126.47784
1271,9487,그린쏠라에너지,0.456,전남,전남 함평군 해보면,35.18055,126.60113999999999,광주,156,35.17294,126.89156,목포,165,34.81732,126.38151,영광군,252,35.28366,126.47784
1272,46680,우진태양광c,0.09858,전남,전남 나주시 세지면,34.91969,126.74951000000001,광주,156,35.17294,126.89156,강진군,259,34.64456944,126.78408333,목포,165,34.81732,126.38151
1273,35672,순천만ECO태양광,0.61056,전남,전남 순천시 국가정원1호길,34.927624,127.50301999999999,광양시,266,34.9434,127.6914,순천,174,35.0204,127.3694,여수,168,34.73929,127.74063
1274,52419,장산신안태양광#1,1.5,전남,전남 신안군 장산면,34.643204,126.14899399999999,목포,165,34.81732,126.38151,진도군,268,34.47296,126.25846,흑산도,169,34.68719,125.45105
1275,52420,장산신안태양광#2,1.5,전남,전남 신안군 장산면,34.643204,126.14899399999999,목포,165,34.81732,126.38151,진도군,268,34.47296,126.25846,흑산도,169,34.68719,125.45105
1276,1571,목사동에너지2호태양광,0.9747,전남,전남 곡성군 목사동면,35.120766,127.299904,광주,156,35.17294,126.89156,순천,174,35.0204,127.3694,순창군(협력),254,35.37131,127.1286
1277,6370,경민 태양광발전소,0.0992,전남,전남 곡성군 목사동면,35.120766,127.299904,광주,156,35.17294,126.89156,순천,174,35.0204,127.3694,순창군(협력),254,35.37131,127.1286
1278,42683,영순태양광발전기,0.49932,전남,전남 여수시 율촌면,34.88194,127.57858,광양시,266,34.9434,127.6914,순천,174,35.0204,127.3694,여수,168,34.73929,127.74063
1279,13394,디에이치태양광,0.995,전남,전남 보성군 득량면,34.762188,127.16868600000001,광주,156,35.17294,126.89156,보성군,258,34.76335,127.21226,장흥,260,34.68886,126.91951
1280,66009,보성1호태양광,1.0,전남,전남 보성군 득량면,34.762188,127.16868600000001,광주,156,35.17294,126.89156,보성군,258,34.76335,127.21226,장흥,260,34.68886,126.91951
1281,18273,광양항황금물류센터태양광,1.1,전남,전남 광양시 항만7로,34.918846,127.67253000000001,광양시,266,34.9434,127.6914,순천,174,35.0204,127.3694,여수,168,34.73929,127.74063
1282,53258,재희영암태양광,0.998,전남,전남 영암군 시종면,34.868587,126.607056,광주,156,35.17294,126.89156,강진군,259,34.64456944,126.78408333,목포,165,34.81732,126.38151
1283,52888,장흥솔라토피아,0.688,전남,전남 장흥군,34.681614,126.90706000000002,강진군,259,34.64456944,126.78408333,완도,170,34.3959,126.70182,장흥,260,34.68886,126.91951
1284,53326,SUPEX3A태양광,0.59697,전남,전남 광양시 태인동,34.94348,127.74956,남해,295,34.81662,127.92641,진주,192,35.16378,128.04004,광양시,266,34.9434,127.6914
1285,53327,SUPEX3B태양광,0.19296,전남,전남 광양시 태인동,34.94348,127.74956,남해,295,34.81662,127.92641,진주,192,35.16378,128.04004,광양시,266,34.9434,127.6914
1286,53328,SUPEX3C태양광,0.49446,전남,전남 광양시 태인동,34.94348,127.74956,남해,295,34.81662,127.92641,진주,192,35.16378,128.04004,광양시,266,34.9434,127.6914
1287,48572,경남2호 태양광발전소,1.554,전남,전남 광양시 태인동,34.94348,127.74956,남해,295,34.81662,127.92641,진주,192,35.16378,128.04004,광양시,266,34.9434,127.6914
1288,1587,럭스솔라1호태양광,1.3764,전남,전남 해남군 화산면,34.491344,126.51518999999999,완도,170,34.3959,126.70182,진도군,268,34.47296,126.25846,해남,261,34.55375,126.56907
1289,36825,신라태양광,0.099,전남,전남 해남군 화산면,34.491344,126.51518999999999,완도,170,34.3959,126.70182,진도군,268,34.47296,126.25846,해남,261,34.55375,126.56907
1290,318,서호1호태양광,0.9967299999999999,전남,전남 순창군 동계면,35.43981064,127.2415765,남원,247,35.4213,127.39652,순창군(협력),254,35.37131,127.1286,임실,244,35.61203,127.28556
1291,35635,팔마ECO 태양광발전소,0.498225,전남,전남 순천시 연향동,34.94144,127.52073999999999,광양시,266,34.9434,127.6914,순천,174,35.0204,127.3694,여수,168,34.73929,127.74063
1292,56387,청명해태양광발전기,1.89088,전남,전남 장흥군 장흥읍,34.67977,126.90266000000001,강진군,259,34.64456944,126.78408333,완도,170,34.3959,126.70182,장흥,260,34.68886,126.91951
1293,8718,구슬3 태양광,0.0972,전남,전남 장성군 동화면,35.284283,126.7388,광주,156,35.17294,126.89156,고창,172,35.34824,126.599,고창군,251,35.42668,126.69724
1294,26856,비오앤태양광,1.3969999999999998,전남,전남 장성군 동화면,35.284283,126.7388,광주,156,35.17294,126.89156,고창,172,35.34824,126.599,고창군,251,35.42668,126.69724
1295,53347,강진청자박물관태양광,1.348,전남,전남 강진군 성전면,34.69269,126.70906000000001,광주,156,35.17294,126.89156,강진군,259,34.64456944,126.78408333,목포,165,34.81732,126.38151
1296,50139,이디에이강진태양광,0.5,전남,전남 강진군 성전면,34.69269,126.70906000000001,광주,156,35.17294,126.89156,강진군,259,34.64456944,126.78408333,목포,165,34.81732,126.38151
1297,48652,샛별에너지태양광,0.3978,전남,전남 순천시 주암면,35.07679,127.23508000000001,광주,156,35.17294,126.89156,순천,174,35.0204,127.3694,순창군(협력),254,35.37131,127.1286
1298,22293,문길태양광,0.06975,전남,전남 순천시 주암면,35.07679,127.23508000000001,광주,156,35.17294,126.89156,순천,174,35.0204,127.3694,순창군(협력),254,35.37131,127.1286
1299,40593,에스비고흥태양광,0.284,전남,전남 고흥군 포두면,34.5715,127.34053999999999,고흥,262,34.61826,127.27572,여수,168,34.73929,127.74063,성산,188,33.38677,126.8802
1300,72934,희재고흥태양광,0.499,전남,전남 고흥군 포두면,34.5715,127.34053999999999,고흥,262,34.61826,127.27572,여수,168,34.73929,127.74063,성산,188,33.38677,126.8802
1301,103,그린솔라텍태양광,0.38799999999999996,전남,전남 진도군 고군면,34.49048,126.34301,완도,170,34.3959,126.70182,진도군,268,34.47296,126.25846,해남,261,34.55375,126.56907
1302,47453,대호원포태양광,0.196,전남,전남 진도군 고군면,34.49048,126.34301,완도,170,34.3959,126.70182,진도군,268,34.47296,126.25846,해남,261,34.55375,126.56907
1303,42836,영운 태양광,0.0988,전남,전남 광양시 진월면,34.978436,127.75811999999999,남해,295,34.81662,127.92641,진주,192,35.16378,128.04004,광양시,266,34.9434,127.6914
1304,38627,쏠라젠나주태양광,0.19899999999999998,전남,전남 나주시 왕곡면,34.96816,126.66978999999999,광주,156,35.17294,126.89156,강진군,259,34.64456944,126.78408333,목포,165,34.81732,126.38151
1305,41026,아주나주태양광,0.5,전남,전남 나주시 왕곡면,34.96816,126.66978999999999,광주,156,35.17294,126.89156,강진군,259,34.64456944,126.78408333,목포,165,34.81732,126.38151
1306,51023,이화태양광,0.1984,전남,전남 나주시 왕곡면,34.96816,126.66978999999999,광주,156,35.17294,126.89156,강진군,259,34.64456944,126.78408333,목포,165,34.81732,126.38151
1307,55973,네모이엔지태양광,0.7358399999999999,전남,전남 나주시 왕곡면,34.96816,126.66978999999999,광주,156,35.17294,126.89156,강진군,259,34.64456944,126.78408333,목포,165,34.81732,126.38151
1308,12253,신안증도태양광,0.8,전남,전남 신안군,34.83364,126.35141000000002,목포,165,34.81732,126.38151,영광군,252,35.28366,126.47784,흑산도,169,34.68719,125.45105
1309,2462,케이에스피태양광,0.9990000000000001,전남,전남 순천시 별량면,34.874363,127.45194,고흥,262,34.61826,127.27572,순천,174,35.0204,127.3694,여수,168,34.73929,127.74063
1310,291,별량삼숙태양광,0.9984,전남,전남 순천시 별량면,34.874363,127.45194,고흥,262,34.61826,127.27572,순천,174,35.0204,127.3694,여수,168,34.73929,127.74063
1311,60766,청정태양광발전기,0.9504600000000001,전남,전남 순천시 별량면,34.874363,127.45194,고흥,262,34.61826,127.27572,순천,174,35.0204,127.3694,여수,168,34.73929,127.74063
1312,46621,우주태양광발전기,0.92929,전남,전남 순천시 별량면,34.874363,127.45194,고흥,262,34.61826,127.27572,순천,174,35.0204,127.3694,여수,168,34.73929,127.74063
1313,29692,서광태양광,0.098825,전남,전남 순천시 별량면,34.874363,127.45194,고흥,262,34.61826,127.27572,순천,174,35.0204,127.3694,여수,168,34.73929,127.74063
1314,49397,은성3호태양광,1.5319999999999998,전남,전남 영광군 홍농읍,35.39572,126.44533999999999,영광군,252,35.28366,126.47784,흑산도,169,34.68719,125.45105,보령,235,36.32724,126.55744
1315,49398,은성4호태양광,0.6940000000000001,전남,전남 영광군 홍농읍,35.39572,126.44533999999999,영광군,252,35.28366,126.47784,흑산도,169,34.68719,125.45105,보령,235,36.32724,126.55744
1316,55940,계웅산업 태양광발전기1,0.49896,전남,전남 보성군 벌교읍,34.84745,127.34151000000001,고흥,262,34.61826,127.27572,순천,174,35.0204,127.3694,여수,168,34.73929,127.74063
1317,16448,대한미래보성태양광,0.997,전남,전남 보성군 벌교읍,34.84745,127.34151000000001,고흥,262,34.61826,127.27572,순천,174,35.0204,127.3694,여수,168,34.73929,127.74063
1318,962,금산태양광,9.0,전남,전남 신안군 안좌면,34.756084,126.124664,목포,165,34.81732,126.38151,진도군,268,34.47296,126.25846,흑산도,169,34.68719,125.45105
1319,56116,테크노파크 순천 본관동 1호 발전소,0.49663999999999997,전남,전남 순천시 해룡면,34.913723,127.537704,광양시,266,34.9434,127.6914,순천,174,35.0204,127.3694,여수,168,34.73929,127.74063
1320,53339,YFTZ관리원주차장 태양광발전소,0.4992,전남,전남 순천시 해룡면,34.913723,127.537704,광양시,266,34.9434,127.6914,순천,174,35.0204,127.3694,여수,168,34.73929,127.74063
1321,1635,순천제강2기태양광,0.5,전남,전남 순천시 해룡면,34.913723,127.537704,광양시,266,34.9434,127.6914,순천,174,35.0204,127.3694,여수,168,34.73929,127.74063
1322,56117,테크노파크 순천 본관동 2호 발전소,0.49663999999999997,전남,전남 순천시 해룡면,34.913723,127.537704,광양시,266,34.9434,127.6914,순천,174,35.0204,127.3694,여수,168,34.73929,127.74063
1323,32069,성실5호태양광발전소,0.24928000000000003,전남,전남 함평군 월야면,35.1801,126.63225600000001,광주,156,35.17294,126.89156,목포,165,34.81732,126.38151,영광군,252,35.28366,126.47784
1324,64278,포스코광양태양광,1.0,전남,전남 광양시 금호동,34.937237,127.72316000000001,남해,295,34.81662,127.92641,진주,192,35.16378,128.04004,광양시,266,34.9434,127.6914
1325,77,(유)경호에너지 태양광발전소,0.99792,전남,전남 나주시 다시면,35.019363,126.6373,광주,156,35.17294,126.89156,목포,165,34.81732,126.38151,영광군,252,35.28366,126.47784
1326,56519,주식회사 송촌에너지 태양광,0.9587700000000001,전남,전남 나주시 다시면,35.019363,126.6373,광주,156,35.17294,126.89156,목포,165,34.81732,126.38151,영광군,252,35.28366,126.47784
1327,37642,신태양영암태양광,0.5,전남,전남 영암군 도포면,34.845142,126.64368999999999,광주,156,35.17294,126.89156,강진군,259,34.64456944,126.78408333,목포,165,34.81732,126.38151
1328,56160,화순태양광,0.99,전남,전남 화순군 춘양면,34.95065,126.96002,광주,156,35.17294,126.89156,보성군,258,34.76335,127.21226,장흥,260,34.68886,126.91951
1329,24538,백옥태양광발전소,0.099,전남,전남 화순군 춘양면,34.95065,126.96002,광주,156,35.17294,126.89156,보성군,258,34.76335,127.21226,장흥,260,34.68886,126.91951
1330,577,주혁태양광,0.3,전남,전남 화순군 동면,35.029915,127.03851,광주,156,35.17294,126.89156,보성군,258,34.76335,127.21226,순천,174,35.0204,127.3694
1331,56171,썬로드에너지태양광,0.9890000000000001,전남,전남 해남군 문내면,34.597107,126.31405,목포,165,34.81732,126.38151,진도군,268,34.47296,126.25846,해남,261,34.55375,126.56907
1332,733,화이트에너지태양광발전,0.5,전남,전남 해남군 문내면,34.597107,126.31405,목포,165,34.81732,126.38151,진도군,268,34.47296,126.25846,해남,261,34.55375,126.56907
1333,4139,근우태양광발전소,0.099,전남,전남 해남군 문내면,34.597107,126.31405,목포,165,34.81732,126.38151,진도군,268,34.47296,126.25846,해남,261,34.55375,126.56907
1334,650,파워에코태양광,0.998,전남,전남 해남군 문내면,34.597107,126.31405,목포,165,34.81732,126.38151,진도군,268,34.47296,126.25846,해남,261,34.55375,126.56907
1335,2604,포에이스태양광,2.0,전남,전남 해남군 문내면,34.597107,126.31405,목포,165,34.81732,126.38151,진도군,268,34.47296,126.25846,해남,261,34.55375,126.56907
1336,53335,(SUPEX 8E)성화산업#2 태양광발전소,0.49959,전남,전남 순천시 장선배기길,34.95201,127.52966,광양시,266,34.9434,127.6914,순천,174,35.0204,127.3694,여수,168,34.73929,127.74063
1337,53336,(SUPEX 7W)성화산업#1 태양광발전소,0.12369000000000001,전남,전남 순천시 장선배기길,34.95201,127.52966,광양시,266,34.9434,127.6914,순천,174,35.0204,127.3694,여수,168,34.73929,127.74063
1338,53334,(SUPEX 7E)성화산업#1 태양광발전소,0.15624000000000002,전남,전남 순천시 장선배기길,34.95201,127.52966,광양시,266,34.9434,127.6914,순천,174,35.0204,127.3694,여수,168,34.73929,127.74063
1339,1014,남계태양광,2.003,전남,전남 곡성군 삼기면,35.235886,127.211754,광주,156,35.17294,126.89156,순천,174,35.0204,127.3694,순창군(협력),254,35.37131,127.1286
1340,26955,제1비케이에너지,0.5736,전남,전남 곡성군 삼기면,35.235886,127.211754,광주,156,35.17294,126.89156,순천,174,35.0204,127.3694,순창군(협력),254,35.37131,127.1286
1341,26956,제2비케이에너지,0.5536,전남,전남 곡성군 삼기면,35.235886,127.211754,광주,156,35.17294,126.89156,순천,174,35.0204,127.3694,순창군(협력),254,35.37131,127.1286
1342,15953,대운태양광,0.099,전남,전남 무안군 삼향읍,34.823112,126.44160500000001,광주,156,35.17294,126.89156,강진군,259,34.64456944,126.78408333,목포,165,34.81732,126.38151
1343,57241,여수엑스포태양광,2.219,전남,전남 여수시 덕충동,34.757614,127.74127,남해,295,34.81662,127.92641,광양시,266,34.9434,127.6914,여수,168,34.73929,127.74063
1344,56993,준상태양광발전기,0.099,전남,전남 화순군 청풍면,34.876312,126.97028,광주,156,35.17294,126.89156,보성군,258,34.76335,127.21226,장흥,260,34.68886,126.91951
1345,9445,그린솔라함평태양광,1.0,전남,전남 함평군 대동면,35.06898,126.53139499999999,광주,156,35.17294,126.89156,목포,165,34.81732,126.38151,영광군,252,35.28366,126.47784
1346,1111,대동햇빛태양광,0.998,전남,전남 함평군 대동면,35.06898,126.53139499999999,광주,156,35.17294,126.89156,목포,165,34.81732,126.38151,영광군,252,35.28366,126.47784
1347,45665,용운태양광,0.498,전남,전남 보성군 회천면,34.66876,127.08533999999999,고흥,262,34.61826,127.27572,보성군,258,34.76335,127.21226,장흥,260,34.68886,126.91951
1348,13442,복평태양광,1.7,전남,전남 해남군 해남읍,34.565205,126.59919,강진군,259,34.64456944,126.78408333,완도,170,34.3959,126.70182,해남,261,34.55375,126.56907
1349,37758,신혜태양광발전소,0.0312,전남,전남 해남군 해남읍,34.565205,126.59919,강진군,259,34.64456944,126.78408333,완도,170,34.3959,126.70182,해남,261,34.55375,126.56907
1350,2474,코너지해남태양광,1.2,전남,전남 해남군 해남읍,34.565205,126.59919,강진군,259,34.64456944,126.78408333,완도,170,34.3959,126.70182,해남,261,34.55375,126.56907
1351,34214,송림에너지영광태양광,0.22,전남,전남 영광군 홍농읍,35.40821581,126.4926412,영광군,252,35.28366,126.47784,부안,243,35.72961,126.71657,보령,235,36.32724,126.55744
1352,48623,무한에너지 태양광,0.4953,전남,전남 무안군 청계면,34.911026,126.42885,광주,156,35.17294,126.89156,목포,165,34.81732,126.38151,영광군,252,35.28366,126.47784
1353,6539,경영태양광발전소,0.099,전남,전남 무안군 청계면,34.911026,126.42885,광주,156,35.17294,126.89156,목포,165,34.81732,126.38151,영광군,252,35.28366,126.47784
1354,57011,준성태양광,0.696,전남,전남 보성군 복내면,34.893036,127.13125,광주,156,35.17294,126.89156,보성군,258,34.76335,127.21226,순천,174,35.0204,127.3694
1355,40564,성실3호 태양광발전소,0.9971200000000001,전남,전남 영광군 묘량면,35.257076,126.5432,광주,156,35.17294,126.89156,목포,165,34.81732,126.38151,영광군,252,35.28366,126.47784
1356,56385,청명해3호 태양광발전기,0.34820999999999996,전남,전남 장흥군 안양면,34.65001,126.97398999999999,고흥,262,34.61826,127.27572,완도,170,34.3959,126.70182,장흥,260,34.68886,126.91951
1357,56386,청명해2호 태양광발전기,0.74898,전남,전남 장흥군 안양면,34.65001,126.97398999999999,고흥,262,34.61826,127.27572,완도,170,34.3959,126.70182,장흥,260,34.68886,126.91951
1358,48608,대천리1호,0.49987,전남,전남 신안군 압해읍,34.865574,126.31246999999999,목포,165,34.81732,126.38151,영광군,252,35.28366,126.47784,흑산도,169,34.68719,125.45105
